scenario,fillId,fillTimeUtc,fillDate,crashClusterId,clusterFillOrdinal,clusterFillCount,sameCrashContinuousMultiLevelFill,baselineTargetExposure,baselineTargetContracts,thresholdDrop,bonusExposure,limitPrice,intendedPrice,effectivePrice,contracts,contractsAfter,exposureAfter,dayClose,oneDayReturn,threeDayReturn,sevenDayReturn,markToMarketPnlBtc,btcPnlBtc,relativeBaselineIncrementalPnlBtc,relativeBaselinePriceAdvantageBtc,feeBtc,fundingPnlBtc,slippageBtc,baselineCounterfactualEffectivePrice,sameCrashClusterMultipleFills,clusterMarginalEndingBtc,clusterTopRank
"curve_mild","curve_mild:maker-fill:0","2024-01-03T12:25:33.889Z","2024-01-03","crash-2024-01-03","1","2","false","1.25","114","-0.05","0.05","42743.255","42743.255","42764.626627499994","14","128","1.2989918498720658","42859.0044669","0.031248265381299767","0.02633425037185977","0.08891629664154088","0.000011295041683322815","-0.000052190753907304586","0.0016450511917894645","0.001636866857501952","0.000006547467430007788","-0.0000634857955906274","0.000016368668575017102","45015.39645","true","0.0024340833601124157","10"
"curve_mild","curve_mild:maker-fill:1","2024-01-03T12:37:54.106Z","2024-01-03","crash-2024-01-03","2","2","true","1.25","114","-0.1","0.1","40493.61","40493.61","40513.856804999996","12","140","1.351031289945982","42859.0044669","0.031248265381299767","0.02633425037185977","0.08891629664154088","0.001569381741376849","0.0015149653451563111","0.0029678734507735402","0.0029619495516701945","0.000005923899103340379","-0.00005441639622053778","0.00001480974775834587","45015.39645","true","0.0024340833601124157","10"
"curve_mild","curve_mild:maker-fill:2","2024-01-09T21:39:44.704Z","2024-01-09","crash-2024-01-09","1","1","false","1.1867636715031318","90","-0.05","0.05","44643.825","44643.825","44666.14691249999","17","107","1.2359049183440052","46125.69624676","0.011797592651367816","-0.07250504681552472","-0.06488210580604992","-0.001679467214203409","-0.0017167199273136465","0.0019125222546584537","0.001903007218565627","0.000007612028874262483","-0.000037252713110237556","0.000019030072185653504","47016.99675","false","0.0021906836672005436","11"
"curve_mild","curve_mild:maker-fill:3","2024-01-12T16:28:23.472Z","2024-01-12","crash-2024-01-12","1","2","false","1.25","119","-0.05","0.05","44042.66499999999","44042.66499999999","44064.686332499994","14","133","1.298943805510054","42781.35048099","0.0013283768532565965","-0.0065876107577582665","-0.02712454586807944","-0.0018168080000653443","-0.0018919601269513481","0.0015965165272971214","0.001588573659002115","0.000006354294636008461","-0.00007515212688600381","0.000015885736590022715","46383.88034999999","true","-0.0003864940597737565","23"
"curve_mild","curve_mild:maker-fill:4","2024-01-12T22:35:59.257Z","2024-01-12","crash-2024-01-12","2","2","true","1.25","119","-0.1","0.1","41724.63","41724.63","41745.492314999996","12","145","1.3498426943246247","42781.35048099","0.0013283768532565965","-0.0065876107577582665","-0.02712454586807944","-0.00004358024212114476","-0.00010799635088057659","0.002880310982864979","0.002874561859146684","0.000005749123718293369","-0.00006441610875943183","0.00001437280929572919","46383.88034999999","true","-0.0003864940597737565","23"
"curve_mild","curve_mild:maker-fill:5","2024-01-22T19:36:56.327Z","2024-01-22","crash-2024-01-22","1","1","false","1","0","-0.05","0.05","39484.564999999995","39484.564999999995","39504.30728249999","20","20","1.0508309931846866","39519.35533313","0.008746998241649262","0.010382077533690026","0.09552576213724895","0.00002940504399965877","0.000024342714062305102","0.0025440263837893107","0.0025313695361087645","0.00001012547814443505","-0.000005062329937353667","0.000025313695361083174","41583.481349999995","false","0.00009172377410404664","20"
"curve_mild","curve_mild:maker-fill:6","2024-03-05T16:35:58.334Z","2024-03-05","crash-2024-03-05","1","2","false","1.1432325585208734","108","-0.05","0.05","64945.03999999999","64945.03999999999","64977.51251999999","30","138","1.1935774000076138","63799.8108138","0.0362649497697185","0.07049405221899474","0.12034238257943652","-0.00083073475236192","-0.0008383785411957108","0.0023200334108450208","0.002308490956064696","0.000009233963824258751","-0.000007643788833790856","0.00002308490956064437","68397.3816","true","0.0006595606388213326","16"
"curve_mild","curve_mild:maker-fill:7","2024-03-05T19:31:03.335Z","2024-03-05","crash-2024-03-05","2","2","true","1.1432325585208734","108","-0.1","0.1","61526.88","61526.88","61557.64343999999","24","162","1.2424827153645879","63799.8108138","0.0362649497697185","0.07049405221899474","0.12034238257943652","0.0023766709370074347","0.0023194858124015237","0.003906582295249735","0.003898784725798141","0.000007797569451596278","-0.00005718512460591118","0.00001949392362899174","68397.3816","true","0.0006595606388213326","16"
"curve_mild","curve_mild:maker-fill:8","2024-03-14T18:38:36.513Z","2024-03-14","crash-2024-03-14","1","3","false","1.0006997995219449","1","-0.05","0.05","69465.71","69465.71","69500.442855","38","39","1.0512086726094927","71367.84171405","-0.02642291754170767","-0.04224708644322672","-0.08236782622771577","0.0014960442969590862","0.0014784316700012917","0.002747464507505119","0.002733795529855835","0.000010935182119423345","-0.000017612626957794475","0.0000273379552985523","73158.3609","true","0.0025501693219738275","9"
"curve_mild","curve_mild:maker-fill:9","2024-03-15T02:39:05.778Z","2024-03-15","crash-2024-03-14","2","3","false","0.9825731071395963","-14","-0.05","0.05","67847.95499999999","67847.95499999999","67881.87897749999","38","24","1.0321928661722488","69482.09511731","-0.0608853006975042","-0.026972896368277377","-0.08155193985246334","0.0008738962592170735","0.0008523477468208186","0.0028129745799065375","0.0027989796814990495","0.000011195918725996201","-0.00002154851239625491","0.000027989796814990948","71454.60944999999","true","0.0025501693219738275","9"
"curve_mild","curve_mild:maker-fill:10","2024-03-16T21:39:12.126Z","2024-03-16","crash-2024-03-14","3","3","false","0.974806828935161","-19","-0.05","0.05","66088.27","66088.27","66121.314135","37","18","1.0247378429711953","65251.656863","0.04752525256793039","-0.05131115242697404","-0.01903842798824651","-0.0003211871980882162","-0.0003351948330911921","0.002811876963310166","0.002797887525681746","0.00001119155010272695","-0.00001400763500297589","0.000027978875256806616","69601.3833","true","0.0025501693219738275","9"
"curve_mild","curve_mild:maker-fill:11","2024-04-30T14:09:50.849Z","2024-04-30","crash-2024-04-30","1","2","false","1","0","-0.05","0.05","60646.19499999999","60646.19499999999","60676.51809749999","34","34","1.050591813372769","60620.27817103","-0.0388572460263914","0.03788995714436805","0.028022853909499545","-0.00003903328123848362","-0.000044643471984969004","0.002815751551950684","0.002801742837761887","0.00001120697135104754","-0.000005610190746485381","0.000028017428377625093","63870.019049999995","true","0.0007570204274043313","14"
"curve_mild","curve_mild:maker-fill:12","2024-05-01T07:35:03.847Z","2024-05-01","crash-2024-04-30","2","2","false","1","0","-0.05","0.05","57573.799999999996","57573.799999999996","57602.586899999995","32","32","1.0501631426058964","58264.74110795","0.014236619622374214","0.09672242451002755","0.04993521146896529","0.0013802951114629805","0.001373149354048122","0.0027915412944761182","0.0027776530293294817","0.000011110612117317947","-0.0000071457574148585985","0.00002777653029330295","60634.301999999996","true","0.0007570204274043313","14"
