scenario,year,clusterId,startDate,endDate,crashDays,featureAsOfDate,featureObservationCount,filled,fillCount,outcomeClass,marginalEndingBtc,fullEndingBtc,withoutEndingBtc,clusterTopRank,v3TrendScore,bearLock,baselineTargetExposure,priceVsMA200,ma200Slope30,ema15,ema30,ema15VsEma30,drawdown365,ma200Deviation,rv30,volatilityCap,preCrash7dReturn,preCrash30dReturn,preCrash7dRealizedVol,consecutiveDown3,consecutiveDown5,consecutiveDown7,preCrash30dHighDrawdown,preCrash90dHighDrawdown,fundingLastRate,fundingMean7dAvailable,fundingMedian7dAvailable,fundingPositiveShare7d,fundingEvents7dAvailable,fundingExpectedSlots7d,fundingCoverageRatio7d,fundingStatus7d
"curve_mild","2025","crash-2025-02-03","2025-02-03","2025-02-04","[""2025-02-03"",""2025-02-04""]","2025-02-02","1643","true","2","profitable","0.00445808197729658","1.3999098900113864","1.3954518080340899","4","3","false","1.25","0.25426696987537567","0.0819545213707511","101659.72482270432","100659.39287927715","0.009937790352331","-0.07994473973189042","0.25426696987537567","0.4477511585752462","1.3400300334436048","-0.04791029892519327","-0.004717767563574893","0.3568207889474944","true","false","false","-0.07990175638024988","-0.07994473973189042","-0.00015958","0.0000362463157894737","0.00007749","0.7894736842105263","19","21","0.9047619047619048","partial"
"curve_aggressive","2025","crash-2025-02-03","2025-02-03","2025-02-04","[""2025-02-03"",""2025-02-04""]","2025-02-02","1643","true","2","profitable","0.01172805745722938","1.4522557251741064","1.440527667716877","3","3","false","1.25","0.25426696987537567","0.0819545213707511","101659.72482270432","100659.39287927715","0.009937790352331","-0.07994473973189042","0.25426696987537567","0.4477511585752462","1.3400300334436048","-0.04791029892519327","-0.004717767563574893","0.3568207889474944","true","false","false","-0.07990175638024988","-0.07994473973189042","-0.00015958","0.0000362463157894737","0.00007749","0.7894736842105263","19","21","0.9047619047619048","partial"
"curve_mild","2025","crash-2025-02-24","2025-02-24","2025-02-28","[""2025-02-24"",""2025-02-25"",""2025-02-26"",""2025-02-28""]","2025-02-23","1664","true","4","profitable","0.0035552557381486327","1.3999098900113864","1.3963546342732378","7","2","false","1","0.18348414632072063","0.07027121774110534","96993.07387881816","97749.91072379833","-0.007742583490625177","-0.09322645054086853","0.18348414632072063","0.3148343639151627","1.905764010442265","0.001409126020625484","-0.08188713986756735","0.24327699080822116","false","false","false","-0.08093984598391246","-0.09322645054086853","0.0001","0.00004634380952380954","0.00005847","0.7619047619047619","21","21","1","complete"
"curve_aggressive","2025","crash-2025-02-24","2025-02-24","2025-02-28","[""2025-02-24"",""2025-02-25"",""2025-02-26"",""2025-02-28""]","2025-02-23","1664","true","4","profitable","0.0076786468636895755","1.4522557251741064","1.4445770783104168","5","2","false","1","0.18348414632072063","0.07027121774110534","96993.07387881816","97749.91072379833","-0.007742583490625177","-0.09322645054086853","0.18348414632072063","0.3148343639151627","1.905764010442265","0.001409126020625484","-0.08188713986756735","0.24327699080822116","false","false","false","-0.08093984598391246","-0.09322645054086853","0.0001","0.00004634380952380954","0.00005847","0.7619047619047619","21","21","1","complete"
"curve_mild","2025","crash-2025-03-03","2025-03-03","2025-03-04","[""2025-03-03"",""2025-03-04""]","2025-03-02","1671","true","2","profitable","0.0011485972207216921","1.3999098900113864","1.3987612927906647","17","2","false","1","0.14544351133041267","0.061583693830257635","91412.63032901126","93998.23177243162","-0.027506915764969664","-0.11198520072307361","0.14544351133041267","0.5253271270445008","1.1421454730038596","-0.020687359256778337","-0.07947278250358825","0.9757608753875991","false","false","false","-0.07072848251219921","-0.11198520072307361","-0.00009118","0.00007299894736842108","0.0001","0.8947368421052632","19","21","0.9047619047619048","partial"
"curve_aggressive","2025","crash-2025-03-03","2025-03-03","2025-03-04","[""2025-03-03"",""2025-03-04""]","2025-03-02","1671","true","2","profitable","0.0027018243250640506","1.4522557251741064","1.4495539008490423","17","2","false","1","0.14544351133041267","0.061583693830257635","91412.63032901126","93998.23177243162","-0.027506915764969664","-0.11198520072307361","0.14544351133041267","0.5253271270445008","1.1421454730038596","-0.020687359256778337","-0.07947278250358825","0.9757608753875991","false","false","false","-0.07072848251219921","-0.11198520072307361","-0.00009118","0.00007299894736842108","0.0001","0.8947368421052632","19","21","0.9047619047619048","partial"
"curve_mild","2025","crash-2025-03-07","2025-03-07","2025-03-09","[""2025-03-07"",""2025-03-09""]","2025-03-06","1675","true","2","losing","-0.00038541713198769756","1.3999098900113864","1.4002953071433741","34","2","false","1","0.08471172299065377","0.05988241712288511","90299.95311381198","92735.55114760144","-0.026263908540456793","-0.15295960648208695","0.08471172299065377","0.58404448887096","1.0273189995506748","0.06250753328520409","-0.08063005545864066","1.0475195966535413","false","false","false","-0.08560746962217591","-0.15295960648208695","0.00002068","0.00003379157894736842","0.00004347","0.7894736842105263","19","21","0.9047619047619048","partial"
"curve_aggressive","2025","crash-2025-03-07","2025-03-07","2025-03-09","[""2025-03-07"",""2025-03-09""]","2025-03-06","1675","true","2","losing","-0.0005352496778106008","1.4522557251741064","1.452790974851917","37","2","false","1","0.08471172299065377","0.05988241712288511","90299.95311381198","92735.55114760144","-0.026263908540456793","-0.15295960648208695","0.08471172299065377","0.58404448887096","1.0273189995506748","0.06250753328520409","-0.08063005545864066","1.0475195966535413","false","false","false","-0.08560746962217591","-0.15295960648208695","0.00002068","0.00003379157894736842","0.00004347","0.7894736842105263","19","21","0.9047619047619048","partial"
"curve_mild","2025","crash-2025-04-06","2025-04-06","2025-04-07","[""2025-04-06"",""2025-04-07""]","2025-04-05","1705","true","2","profitable","0.004137271581085233","1.3999098900113864","1.3957726184303012","6","1","false","0.75","-0.036398842396120124","0.04528756129547973","84097.91507637087","85274.31691167342","-0.013795499957168333","-0.21345625251105627","-0.036398842396120124","0.5084232977876932","1.1801190122694716","0.01072596932575598","-0.07142120551974585","0.3620172378017999","false","false","false","-0.04592982132380685","-0.21341950658074205","0.0000501","0.00006502157894736844","0.0000761","0.8947368421052632","19","21","0.9047619047619048","partial"
"curve_aggressive","2025","crash-2025-04-06","2025-04-06","2025-04-07","[""2025-04-06"",""2025-04-07""]","2025-04-05","1705","true","2","profitable","0.007010547647329002","1.4522557251741064","1.4452451775267774","7","1","false","0.75","-0.036398842396120124","0.04528756129547973","84097.91507637087","85274.31691167342","-0.013795499957168333","-0.21345625251105627","-0.036398842396120124","0.5084232977876932","1.1801190122694716","0.01072596932575598","-0.07142120551974585","0.3620172378017999","false","false","false","-0.04592982132380685","-0.21341950658074205","0.0000501","0.00006502157894736844","0.0000761","0.8947368421052632","19","21","0.9047619047619048","partial"
"curve_mild","2025","crash-2025-04-10","2025-04-10","2025-04-10","[""2025-04-10""]","2025-04-09","1709","true","1","profitable","0.0011575822910552258","1.3999098900113864","1.3987523077203312","16","1","false","0.75","-0.050416890091779853","0.04341060279430642","82096.2267657603","83844.97102987414","-0.020856877194110668","-0.2219890359017085","-0.050416890091779853","0.5788187496982388","1.0365939256681023","0.0011761733406381314","0.051364122749332886","0.8641028066963996","false","false","false","-0.05628000743883832","-0.2219526886079164","0.0001","0.0000656761904761905","0.0001","0.9047619047619048","21","21","1","complete"
"curve_aggressive","2025","crash-2025-04-10","2025-04-10","2025-04-10","[""2025-04-10""]","2025-04-09","1709","true","1","profitable","0.002133342190181464","1.4522557251741064","1.450122382983925","20","1","false","0.75","-0.050416890091779853","0.04341060279430642","82096.2267657603","83844.97102987414","-0.020856877194110668","-0.2219890359017085","-0.050416890091779853","0.5788187496982388","1.0365939256681023","0.0011761733406381314","0.051364122749332886","0.8641028066963996","false","false","false","-0.05628000743883832","-0.2219526886079164","0.0001","0.0000656761904761905","0.0001","0.9047619047619048","21","21","1","complete"
"curve_mild","2025","crash-2025-08-14","2025-08-14","2025-08-14","[""2025-08-14""]","2025-08-13","1835","true","1","profitable","0.00017018338509489084","1.3999098900113864","1.3997397066262915","29","3","false","1.25","0.23376426292434838","0.029472457284677622","117924.66066352808","116578.3894837325","0.011548205338549833","0","0.23376426292434838","0.24260816257080992","2","0.07241449494902863","0.029093403063101375","0.2795164326837703","false","false","false","0","0","0.0001","0.00007063000000000002","0.0001","0.8571428571428571","21","21","1","complete"
"curve_aggressive","2025","crash-2025-08-14","2025-08-14","2025-08-14","[""2025-08-14""]","2025-08-13","1835","true","1","profitable","0.0011028830260764177","1.4522557251741064","1.45115284214803","24","3","false","1.25","0.23376426292434838","0.029472457284677622","117924.66066352808","116578.3894837325","0.011548205338549833","0","0.23376426292434838","0.24260816257080992","2","0.07241449494902863","0.029093403063101375","0.2795164326837703","false","false","false","0","0","0.0001","0.00007063000000000002","0.0001","0.8571428571428571","21","21","1","complete"
"curve_mild","2025","crash-2025-10-10","2025-10-10","2025-10-10","[""2025-10-10""]","2025-10-09","1892","true","3","profitable","0.008160489631228174","1.3999098900113864","1.3917494003801583","3","3","false","1.25","0.1430845085495338","0.044786424470299346","119521.4161762242","117325.93617138176","0.018712657034634095","-0.024168666935636463","0.1430845085495338","0.30286149912009086","1.981103579501492","0.008918305194752119","0.09105405008608236","0.3010315550371475","false","false","false","-0.024168666935636463","-0.024168666935636463","-0.00003548","0.00004646285714285715","0.0001","0.7619047619047619","21","21","1","complete"
"curve_aggressive","2025","crash-2025-10-10","2025-10-10","2025-10-10","[""2025-10-10""]","2025-10-09","1892","true","2","profitable","0.0024754942569760185","1.4522557251741064","1.4497802309171304","18","3","false","1.25","0.1430845085495338","0.044786424470299346","119521.4161762242","117325.93617138176","0.018712657034634095","-0.024168666935636463","0.1430845085495338","0.30286149912009086","1.981103579501492","0.008918305194752119","0.09105405008608236","0.3010315550371475","false","false","false","-0.024168666935636463","-0.024168666935636463","-0.00003548","0.00004646285714285715","0.0001","0.7619047619047619","21","21","1","complete"
"curve_mild","2025","crash-2025-11-04","2025-11-04","2025-11-04","[""2025-11-04""]","2025-11-03","1917","true","1","profitable","0.00020756490875717404","1.3999098900113864","1.3997023251026293","27","1","false","0.75","-0.030068894935441404","0.0412072931709091","110391.424714253","111631.06579879668","-0.011104803807732266","-0.1455454079974774","-0.030068894935441404","0.4219030265041234","1.422127745732433","-0.0661105281409865","-0.12979941798923134","0.3328836982356901","false","false","false","-0.1455454079974774","-0.1455454079974774","0.0001","0.00007259684210526317","0.00009464","0.9473684210526315","19","21","0.9047619047619048","partial"
"curve_aggressive","2025","crash-2025-11-04","2025-11-04","2025-11-04","[""2025-11-04""]","2025-11-03","1917","true","1","profitable","0.0004983500043560518","1.4522557251741064","1.4517573751697503","31","1","false","0.75","-0.030068894935441404","0.0412072931709091","110391.424714253","111631.06579879668","-0.011104803807732266","-0.1455454079974774","-0.030068894935441404","0.4219030265041234","1.422127745732433","-0.0661105281409865","-0.12979941798923134","0.3328836982356901","false","false","false","-0.1455454079974774","-0.1455454079974774","0.0001","0.00007259684210526317","0.00009464","0.9473684210526315","19","21","0.9047619047619048","partial"
"curve_mild","2025","crash-2025-11-14","2025-11-14","2025-11-14","[""2025-11-14""]","2025-11-13","1927","true","1","losing","-0.0004284457504755146","1.3999098900113864","1.400338335761862","38","1","false","0.75","-0.0981928493216202","0.03112095791113445","104619.18490578792","107264.18554373963","-0.02465874909266108","-0.20119869959034764","-0.0981928493216202","0.3816590282061687","1.5720838645427915","-0.01648026160276661","-0.11903527564253336","0.3917662013544099","true","false","false","-0.13043640309701499","-0.20119869959034764","0.00001784","0.00005526904761904763","0.0000591","0.9523809523809523","21","21","1","complete"
"curve_aggressive","2025","crash-2025-11-14","2025-11-14","2025-11-14","[""2025-11-14""]","2025-11-13","1927","true","1","losing","-0.0003923422492451145","1.4522557251741064","1.4526480674233515","35","1","false","0.75","-0.0981928493216202","0.03112095791113445","104619.18490578792","107264.18554373963","-0.02465874909266108","-0.20119869959034764","-0.0981928493216202","0.3816590282061687","1.5720838645427915","-0.01648026160276661","-0.11903527564253336","0.3917662013544099","true","false","false","-0.13043640309701499","-0.20119869959034764","0.00001784","0.00005526904761904763","0.0000591","0.9523809523809523","21","21","1","complete"
"curve_mild","2025","crash-2025-11-20","2025-11-20","2025-11-21","[""2025-11-20"",""2025-11-21""]","2025-11-19","1933","true","2","profitable","0.0025470746745781536","1.3999098900113864","1.3973628153368083","12","1","false","0.75","-0.17141770278198376","0.023222039773009184","98315.6001698451","102666.54547009969","-0.0423793873684174","-0.2664599589124963","-0.17141770278198376","0.4037239504312692","1.4861639973528031","-0.09992468111835928","-0.17274873748127628","0.40045587717343495","false","false","false","-0.20147887056105573","-0.2664599589124963","-0.00001835","0.00006178619047619048","0.00007709","0.8571428571428571","21","21","1","complete"
"curve_aggressive","2025","crash-2025-11-20","2025-11-20","2025-11-21","[""2025-11-20"",""2025-11-21""]","2025-11-19","1933","true","2","profitable","0.004445718968910883","1.4522557251741064","1.4478100062051955","14","1","false","0.75","-0.17141770278198376","0.023222039773009184","98315.6001698451","102666.54547009969","-0.0423793873684174","-0.2664599589124963","-0.17141770278198376","0.4037239504312692","1.4861639973528031","-0.09992468111835928","-0.17274873748127628","0.40045587717343495","false","false","false","-0.20147887056105573","-0.2664599589124963","-0.00001835","0.00006178619047619048","0.00007709","0.8571428571428571","21","21","1","complete"
"curve_mild","2025","crash-2025-12-01","2025-12-01","2025-12-01","[""2025-12-01""]","2025-11-30","1944","true","1","profitable","0.000593141065158953","1.3999098900113864","1.3993167489462275","25","1","false","0.75","-0.17635478433156104","0.0021543858159769336","91337.38606037945","95487.19353729794","-0.04345930928735009","-0.27531752781910945","-0.17635478433156104","0.44423117430506753","1.3506481190533492","0.040967257076983676","-0.17508121611829353","0.31001165014381393","true","false","false","-0.18231332100182884","-0.27531752781910945","0.00009403","-0.000004181578947368418","-0.0000034","0.47368421052631576","19","21","0.9047619047619048","partial"
"curve_aggressive","2025","crash-2025-12-01","2025-12-01","2025-12-01","[""2025-12-01""]","2025-11-30","1944","true","1","profitable","0.0005607322035712237","1.4522557251741064","1.4516949929705352","28","1","false","0.75","-0.17635478433156104","0.0021543858159769336","91337.38606037945","95487.19353729794","-0.04345930928735009","-0.27531752781910945","-0.17635478433156104","0.44423117430506753","1.3506481190533492","0.040967257076983676","-0.17508121611829353","0.31001165014381393","true","false","false","-0.18231332100182884","-0.27531752781910945","0.00009403","-0.000004181578947368418","-0.0000034","0.47368421052631576","19","21","0.9047619047619048","partial"
"curve_mild","2026","crash-2026-01-20","2026-01-20","2026-01-20","[""2026-01-20""]","2026-01-19","1994","true","1","profitable","0.00010774823056847183","1.3999098900113864","1.399802141780818","31","1","true","0","-0.1246061609080571","-0.021200167503269918","93034.14611487105","91972.9450341422","0.011538187456484161","-0.2578424874187538","-0.1246061609080571","0.26244501084580313","2","0.014840182956684655","0.04784682223961845","0.42125508493889335","true","true","false","-0.045358993968160566","-0.19209801514123503","0.0001","0.000006083333333333334","0.00000694","0.6190476190476191","21","21","1","complete"
"curve_aggressive","2026","crash-2026-01-20","2026-01-20","2026-01-20","[""2026-01-20""]","2026-01-19","1994","true","1","profitable","0.0005454994292821702","1.4522557251741064","1.4517102257448242","29","1","true","0","-0.1246061609080571","-0.021200167503269918","93034.14611487105","91972.9450341422","0.011538187456484161","-0.2578424874187538","-0.1246061609080571","0.26244501084580313","2","0.014840182956684655","0.04784682223961845","0.42125508493889335","true","true","false","-0.045358993968160566","-0.19209801514123503","0.0001","0.000006083333333333334","0.00000694","0.6190476190476191","21","21","1","complete"
"curve_mild","2026","crash-2026-01-29","2026-01-29","2026-01-31","[""2026-01-29"",""2026-01-31""]","2026-01-28","2003","true","3","profitable","0.0009476739433484926","1.3999098900113864","1.398962216068038","18","0","true","0","-0.14832152210995986","-0.023168703495559884","90028.26994136485","90517.15405385505","-0.005401010643787174","-0.28498871278716176","-0.14832152210995986","0.33184446033813997","1.808075986528801","-0.002224902491930636","0.0233317050027686","0.2804178472359945","false","false","false","-0.08027732256599585","-0.1932256852745634","0.00006476","0.00008598857142857144","0.0001","1","21","21","1","complete"
"curve_aggressive","2026","crash-2026-01-29","2026-01-29","2026-01-31","[""2026-01-29"",""2026-01-31""]","2026-01-28","2003","true","3","profitable","0.005315114716754499","1.4522557251741064","1.446940610457352","11","0","true","0","-0.14832152210995986","-0.023168703495559884","90028.26994136485","90517.15405385505","-0.005401010643787174","-0.28498871278716176","-0.14832152210995986","0.33184446033813997","1.808075986528801","-0.002224902491930636","0.0233317050027686","0.2804178472359945","false","false","false","-0.08027732256599585","-0.1932256852745634","0.00006476","0.00008598857142857144","0.0001","1","21","21","1","complete"
"curve_mild","2026","crash-2026-02-03","2026-02-03","2026-02-05","[""2026-02-03"",""2026-02-04"",""2026-02-05""]","2026-02-02","2008","true","4","losing","-0.008510794986611225","1.3999098900113864","1.4084206849979977","42","0","true","0","-0.24165148635711187","-0.02833949760379495","85185.9042137397","87627.15469254245","-0.02785952011529258","-0.36917584343978804","-0.24165148635711187","0.440778649909584","1.3612274553748842","-0.108528809247176","-0.13167137743857782","0.6216254526683812","false","false","false","-0.18856765950758803","-0.25772705144681884","-0.00012052","0.0000054026315789473705","0.00002335","0.5789473684210527","19","21","0.9047619047619048","partial"
"curve_aggressive","2026","crash-2026-02-03","2026-02-03","2026-02-05","[""2026-02-03"",""2026-02-04"",""2026-02-05""]","2026-02-02","2008","true","4","losing","-0.021127760544634056","1.4522557251741064","1.4733834857187404","42","0","true","0","-0.24165148635711187","-0.02833949760379495","85185.9042137397","87627.15469254245","-0.02785952011529258","-0.36917584343978804","-0.24165148635711187","0.440778649909584","1.3612274553748842","-0.108528809247176","-0.13167137743857782","0.6216254526683812","false","false","false","-0.18856765950758803","-0.25772705144681884","-0.00012052","0.0000054026315789473705","0.00002335","0.5789473684210527","19","21","0.9047619047619048","partial"
"curve_mild","2026","crash-2026-02-23","2026-02-23","2026-02-23","[""2026-02-23""]","2026-02-22","2028","true","1","profitable","0.0001902741679318254","1.3999098900113864","1.3997196158434546","28","0","true","0","-0.3165615881068665","-0.06090330869329208","69247.381764619","73419.56911776128","-0.05682663904565144","-0.45785445097891186","-0.3165615881068665","0.7865519730091683","0.7628230817405961","-0.017018915441860627","-0.2444729560774166","0.2371818515285467","false","false","false","-0.24176644660476942","-0.30263540615103957","0.0000733","0.000027884761904761903","0.00003064","0.8095238095238095","21","21","1","complete"
"curve_aggressive","2026","crash-2026-02-23","2026-02-23","2026-02-23","[""2026-02-23""]","2026-02-22","2028","true","1","profitable","0.0007470870663286444","1.4522557251741064","1.4515086381077777","26","0","true","0","-0.3165615881068665","-0.06090330869329208","69247.381764619","73419.56911776128","-0.05682663904565144","-0.45785445097891186","-0.3165615881068665","0.7865519730091683","0.7628230817405961","-0.017018915441860627","-0.2444729560774166","0.2371818515285467","false","false","false","-0.24176644660476942","-0.30263540615103957","0.0000733","0.000027884761904761903","0.00003064","0.8095238095238095","21","21","1","complete"
"curve_mild","2026","crash-2026-06-02","2026-06-02","2026-06-02","[""2026-06-02""]","2026-06-01","2127","true","1","losing","-0.0013302234658039147","1.3999098900113864","1.4012401134771904","40","0","true","0","-0.10170563858900472","-0.05323982723669729","75084.4246831201","76083.96319135893","-0.013137308656291813","-0.42820948312602214","-0.10170563858900472","0.26791354879369544","2","-0.0768464793108492","-0.0936820274161696","0.2392834288520282","false","false","false","-0.13250142496515016","-0.13250142496515016","0.0001","0.00009140052631578949","0.0001","1","19","21","0.9047619047619048","partial"
"curve_aggressive","2026","crash-2026-06-02","2026-06-02","2026-06-02","[""2026-06-02""]","2026-06-01","2127","true","1","losing","-0.002616585364989321","1.4522557251741064","1.4548723105390957","40","0","true","0","-0.10170563858900472","-0.05323982723669729","75084.4246831201","76083.96319135893","-0.013137308656291813","-0.42820948312602214","-0.10170563858900472","0.26791354879369544","2","-0.0768464793108492","-0.0936820274161696","0.2392834288520282","false","false","false","-0.13250142496515016","-0.13250142496515016","0.0001","0.00009140052631578949","0.0001","1","19","21","0.9047619047619048","partial"
"curve_mild","2026","crash-2026-06-05","2026-06-05","2026-06-05","[""2026-06-05""]","2026-06-04","2130","true","1","profitable","0.0002815671553375587","1.3999098900113864","1.3996283228560489","26","0","true","0","-0.1915858381012332","-0.05372969289982099","71662.6109555812","74034.0566427307","-0.032031821497955915","-0.4883289633457598","-0.1915858381012332","0.3473054307735416","1.7275860002063324","-0.1319691029921669","-0.21123358529868108","0.49740251456470147","true","true","false","-0.2237123875176349","-0.2237123875176349","0.00001291","0.00008261368421052633","0.0001","1","19","21","0.9047619047619048","partial"
"curve_aggressive","2026","crash-2026-06-05","2026-06-05","2026-06-05","[""2026-06-05""]","2026-06-04","2130","true","1","profitable","0.0006366791896801338","1.4522557251741064","1.4516190459844263","27","0","true","0","-0.1915858381012332","-0.05372969289982099","71662.6109555812","74034.0566427307","-0.032031821497955915","-0.4883289633457598","-0.1915858381012332","0.3473054307735416","1.7275860002063324","-0.1319691029921669","-0.21123358529868108","0.49740251456470147","true","true","false","-0.2237123875176349","-0.2237123875176349","0.00001291","0.00008261368421052633","0.0001","1","19","21","0.9047619047619048","partial"
"curve_mild","2026","crash-2026-06-24","2026-06-24","2026-06-24","[""2026-06-24""]","2026-06-23","2149","true","1","profitable","0.0015989809117240572","1.3999098900113864","1.3983109090996624","15","0","true","0","-0.1805474416546844","-0.05060183686739539","64323.71359685821","66557.68493992697","-0.03356443880349924","-0.49764871670513633","-0.1805474416546844","0.42338748400415466","1.4171415610247757","-0.045155195183064545","-0.18604100077699082","0.31480846274113267","false","false","false","-0.18895584639684415","-0.23785195877729126","0.00009307","0.000040847619047619044","0.00004883","0.8095238095238095","21","21","1","complete"
"curve_aggressive","2026","crash-2026-06-24","2026-06-24","2026-06-24","[""2026-06-24""]","2026-06-23","2149","true","1","profitable","0.0033045608528234904","1.4522557251741064","1.448951164321283","16","0","true","0","-0.1805474416546844","-0.05060183686739539","64323.71359685821","66557.68493992697","-0.03356443880349924","-0.49764871670513633","-0.1805474416546844","0.42338748400415466","1.4171415610247757","-0.045155195183064545","-0.18604100077699082","0.31480846274113267","false","false","false","-0.18895584639684415","-0.23785195877729126","0.00009307","0.000040847619047619044","0.00004883","0.8095238095238095","21","21","1","complete"
